gender,ethnicity,birth,stark,readk,mathk,lunchk,schoolk,degreek,ladderk,experiencek,tethnicityk,systemk,schoolidk
0.0,cauc,1980.0,regular+aide,410.0,454.0,0.0,rural,master,level1,12.0,cauc,6.0,8.0
0.0,afam,1979.75,,,,,,,,,,,
1.0,cauc,1980.5,regular+aide,416.0,473.0,0.0,rural,bachelor,level2,9.0,cauc,5.0,7.0
1.0,afam,1979.0,,,,,,,,,,,
1.0,cauc,1980.0,regular,448.0,536.0,0.0,rural,master,level1,5.0,cauc,19.0,47.0
0.0,cauc,1980.5,regular+aide,453.0,506.0,0.0,rural,bachelor,level1,9.0,cauc,21.0,49.0
0.0,cauc,1979.0,,,,,,,,,,,
1.0,cauc,1980.25,,,,,,,,,,,
1.0,cauc,1980.0,regular,437.0,513.0,1.0,rural,master,level1,6.0,cauc,10.0,13.0
0.0,afam,1979.0,,,,,,,,,,,
0.0,afam,1980.0,regular+aide,410.0,454.0,0.0,inner-city,bachelor,level1,6.0,afam,11.0,26.0
1.0,cauc,1979.25,,,,,,,,,,,
0.0,afam,1980.25,small,437.0,454.0,0.0,inner-city,bachelor,level1,11.0,cauc,11.0,27.0
0.0,afam,1980.25,,,,,,,,,,,
0.0,cauc,1980.25,small,436.0,500.0,1.0,rural,master,pending,11.0,cauc,19.0,47.0
1.0,cauc,1980.0,regular,478.0,547.0,1.0,rural,bachelor,level2,10.0,cauc,34.0,68.0
0.0,afam,1979.25,,,,,,,,,,,
1.0,afam,1980.25,regular,390.0,434.0,0.0,inner-city,master,probation,6.0,cauc,11.0,33.0
1.0,afam,1979.75,regular,447.0,444.0,1.0,inner-city,bachelor,level1,6.0,afam,11.0,19.0
1.0,cauc,1980.0,,,,,,,,,,,
1.0,cauc,1979.75,regular,411.0,449.0,0.0,suburban,bachelor,,3.0,cauc,18.0,43.0
0.0,cauc,1979.25,small,447.0,536.0,0.0,rural,bachelor,level1,12.0,cauc,38.0,74.0
0.0,cauc,1980.25,small,425.0,478.0,0.0,rural,bachelor,level1,22.0,cauc,40.0,76.0
0.0,cauc,1980.0,regular+aide,397.0,459.0,1.0,inner-city,bachelor,level1,9.0,cauc,22.0,53.0
1.0,afam,1980.0,regular,425.0,489.0,1.0,suburban,bachelor,apprentice,1.0,cauc,11.0,23.0
1.0,afam,1978.0,,,,,,,,,,,
0.0,afam,1980.75,small,411.0,429.0,1.0,inner-city,bachelor,level1,9.0,cauc,22.0,53.0
0.0,cauc,1980.25,regular+aide,,,0.0,rural,bachelor,level1,15.0,cauc,19.0,47.0
1.0,afam,1979.75,,,,,,,,,,,
1.0,afam,1980.25,regular+aide,407.0,449.0,,suburban,bachelor,level1,5.0,,11.0,21.0
1.0,afam,1980.25,,,,,,,,,,,
0.0,cauc,1980.25,small,455.0,602.0,0.0,suburban,bachelor,probation,0.0,cauc,18.0,43.0
0.0,cauc,1980.5,small,470.0,520.0,0.0,rural,master,level1,4.0,cauc,30.0,63.0
1.0,cauc,1980.25,,,,,,,,,,,
1.0,afam,1980.25,,,,,,,,,,,
1.0,cauc,1980.5,regular+aide,447.0,489.0,0.0,rural,master,level1,12.0,cauc,41.0,79.0
1.0,cauc,1979.25,,,,,,,,,,,
1.0,afam,1979.0,,,,,,,,,,,
1.0,afam,1979.0,,,,,,,,,,,
1.0,cauc,1979.5,,,,,,,,,,,
1.0,cauc,1978.0,,,,,,,,,,,
1.0,cauc,1979.75,,,,,,,,,,,
1.0,afam,1978.75,,,,,,,,,,,
1.0,afam,1980.25,regular+aide,440.0,473.0,1.0,inner-city,bachelor,level1,16.0,afam,11.0,22.0
0.0,cauc,1979.75,,,,,,,,,,,
1.0,cauc,1980.75,regular+aide,456.0,602.0,1.0,suburban,bachelor,level1,5.0,afam,11.0,21.0
1.0,afam,1979.75,regular,419.0,468.0,1.0,inner-city,master,level1,11.0,afam,11.0,15.0
0.0,afam,1979.75,small,400.0,449.0,1.0,inner-city,bachelor,level1,3.0,afam,11.0,28.0
1.0,cauc,1980.25,,,,,,,,,,,
1.0,afam,1979.0,,,,,,,,,,,
1.0,cauc,1980.5,,,,,,,,,,,
0.0,cauc,1980.0,,,,,,,,,,,
1.0,afam,1979.75,regular+aide,514.0,528.0,1.0,inner-city,master,apprentice,24.0,cauc,11.0,30.0
1.0,afam,1980.75,,,,,,,,,,,
1.0,cauc,1980.25,,,,,,,,,,,
1.0,afam,1980.5,regular+aide,442.0,506.0,1.0,inner-city,bachelor,,2.0,cauc,11.0,32.0
1.0,cauc,1979.5,,,,,,,,,,,
0.0,cauc,1980.0,,,,,,,,,,,
1.0,afam,1980.25,regular+aide,374.0,354.0,1.0,rural,bachelor,level1,7.0,cauc,24.0,56.0
0.0,afam,1980.0,,,,,,,,,,,
1.0,cauc,1980.5,small,405.0,418.0,1.0,suburban,master,level1,7.0,cauc,12.0,36.0
0.0,cauc,1979.0,,,,,,,,,,,
1.0,afam,1980.25,regular+aide,402.0,429.0,1.0,inner-city,master,level1,17.0,cauc,11.0,16.0
0.0,cauc,1979.0,regular,,,1.0,rural,bachelor,level1,8.0,cauc,36.0,72.0
0.0,cauc,1980.5,,,,,,,,,,,
1.0,cauc,1980.5,,,,,,,,,,,
0.0,cauc,1980.0,regular,407.0,489.0,1.0,suburban,bachelor,apprentice,1.0,afam,11.0,21.0
0.0,cauc,1980.25,regular+aide,414.0,423.0,1.0,rural,bachelor,level1,5.0,cauc,31.0,64.0
1.0,afam,1979.5,,,,,,,,,,,
1.0,cauc,1980.5,regular+aide,465.0,528.0,0.0,urban,bachelor,level1,14.0,cauc,6.0,9.0
1.0,cauc,1980.0,regular,425.0,454.0,0.0,rural,bachelor,level1,16.0,cauc,29.0,62.0
1.0,cauc,1980.0,regular,433.0,473.0,1.0,rural,bachelor,level1,11.0,cauc,21.0,49.0
1.0,cauc,1980.25,,,,,,,,,,,
0.0,cauc,1980.25,regular,434.0,494.0,0.0,urban,bachelor,level1,5.0,cauc,13.0,37.0
0.0,afam,1980.25,regular+aide,465.0,463.0,1.0,inner-city,bachelor,level1,3.0,afam,11.0,15.0
0.0,cauc,1979.25,,,,,,,,,,,
0.0,cauc,1979.0,,,,,,,,,,,
0.0,afam,1980.0,,,,,,,,,,,
1.0,cauc,1978.75,,,,,,,,,,,
0.0,cauc,1980.25,regular,418.0,454.0,1.0,rural,master,level1,8.0,afam,32.0,66.0
0.0,cauc,1980.0,regular,545.0,626.0,0.0,suburban,master,level3,15.0,cauc,17.0,41.0
0.0,afam,1980.0,regular+aide,490.0,536.0,1.0,inner-city,bachelor,level1,20.0,afam,11.0,27.0
1.0,cauc,1980.25,small,453.0,547.0,0.0,rural,bachelor,level1,6.0,cauc,35.0,69.0
1.0,cauc,1980.25,regular,393.0,434.0,1.0,rural,master,level1,11.0,cauc,39.0,75.0
0.0,cauc,1980.5,regular+aide,443.0,520.0,0.0,rural,master,level1,12.0,cauc,41.0,79.0
0.0,cauc,1980.5,,,,,,,,,,,
0.0,cauc,1980.25,regular+aide,431.0,494.0,1.0,suburban,bachelor,,2.0,cauc,11.0,25.0
0.0,cauc,1980.25,regular,433.0,454.0,0.0,suburban,master,level1,22.0,cauc,28.0,61.0
1.0,afam,1979.25,small,458.0,602.0,1.0,inner-city,bachelor,level1,3.0,afam,11.0,22.0
1.0,cauc,1979.25,,,,,,,,,,,
0.0,afam,1979.5,,,,,,,,,,,
0.0,cauc,1978.75,,,,,,,,,,,
1.0,afam,1979.5,,,,,,,,,,,
1.0,cauc,1978.75,,,,,,,,,,,
0.0,afam,1979.75,regular,421.0,506.0,0.0,suburban,bachelor,,4.0,cauc,11.0,20.0
1.0,afam,1980.25,regular+aide,398.0,439.0,1.0,inner-city,bachelor,apprentice,0.0,cauc,11.0,32.0
0.0,cauc,1980.25,,,,,,,,,,,
1.0,afam,1980.0,small,393.0,399.0,1.0,inner-city,bachelor,level1,14.0,cauc,11.0,32.0
1.0,afam,1979.0,,,,,,,,,,,
1.0,cauc,1980.0,regular+aide,440.0,494.0,1.0,rural,bachelor,level1,14.0,cauc,35.0,70.0
1.0,,1980.0,,,,,,,,,,,
0.0,cauc,1980.0,small,442.0,520.0,1.0,rural,bachelor,level1,6.0,cauc,34.0,68.0
0.0,cauc,1980.25,regular,458.0,506.0,0.0,rural,master,level1,4.0,cauc,42.0,80.0
1.0,cauc,1980.5,small,427.0,484.0,0.0,rural,specialist,level1,10.0,cauc,3.0,3.0
0.0,cauc,1980.0,small,439.0,559.0,0.0,rural,bachelor,level1,5.0,cauc,41.0,79.0
0.0,cauc,1979.0,,,,,,,,,,,
0.0,cauc,1980.25,,,,,,,,,,,
0.0,cauc,1979.75,regular,456.0,513.0,0.0,rural,bachelor,level1,13.0,cauc,41.0,79.0
0.0,cauc,1980.0,,,,,,,,,,,
0.0,cauc,1980.5,small,451.0,602.0,0.0,rural,bachelor,level1,12.0,cauc,21.0,50.0
0.0,cauc,1979.25,regular+aide,418.0,459.0,0.0,urban,master,level1,12.0,cauc,7.0,10.0
1.0,afam,1980.0,regular,455.0,494.0,1.0,inner-city,bachelor,probation,0.0,afam,11.0,27.0
0.0,afam,1980.75,,,,,,,,,,,
0.0,cauc,1979.75,,,,,,,,,,,
1.0,cauc,1980.25,regular+aide,490.0,500.0,0.0,rural,master,level1,7.0,cauc,30.0,63.0
1.0,afam,1979.75,,,,,,,,,,,
0.0,cauc,1980.5,regular,503.0,547.0,0.0,rural,master,level3,16.0,cauc,34.0,68.0
1.0,cauc,1980.0,,,,,,,,,,,
0.0,cauc,1979.25,regular,439.0,520.0,0.0,rural,bachelor,level1,16.0,cauc,35.0,69.0
1.0,cauc,1979.75,,,,,,,,,,,
0.0,cauc,1980.5,,,,,,,,,,,
1.0,cauc,1980.0,regular,445.0,494.0,0.0,rural,bachelor,level1,11.0,cauc,21.0,49.0
1.0,cauc,1980.5,regular,455.0,494.0,0.0,rural,bachelor,level1,11.0,cauc,31.0,64.0
0.0,cauc,1980.25,small,433.0,454.0,1.0,rural,bachelor,level1,15.0,cauc,31.0,65.0
1.0,afam,1980.5,regular+aide,470.0,559.0,1.0,inner-city,master,apprentice,24.0,cauc,11.0,30.0
0.0,,1980.25,,,,,,,,,,,
1.0,afam,1980.25,regular+aide,,,1.0,inner-city,master,level1,17.0,cauc,11.0,29.0
0.0,afam,1980.25,regular,398.0,463.0,1.0,inner-city,master,probation,3.0,afam,22.0,53.0
1.0,cauc,1979.75,regular,460.0,528.0,0.0,rural,master,level1,15.0,cauc,5.0,7.0
0.0,cauc,1980.0,small,451.0,500.0,0.0,urban,bachelor,level1,11.0,cauc,26.0,59.0
1.0,cauc,1979.5,,,,,,,,,,,
0.0,cauc,1980.25,,,,,,,,,,,
0.0,cauc,1978.5,,,,,,,,,,,
0.0,cauc,1980.0,regular,455.0,626.0,0.0,rural,bachelor,level1,16.0,cauc,35.0,69.0
0.0,cauc,1979.75,,,,,,,,,,,
0.0,afam,1980.25,,,,,,,,,,,
0.0,cauc,1979.5,,,,,,,,,,,
1.0,cauc,1980.0,regular+aide,,494.0,0.0,suburban,bachelor,apprentice,3.0,cauc,18.0,42.0
0.0,cauc,1980.0,,,,,,,,,,,
1.0,cauc,1980.0,regular,421.0,489.0,0.0,rural,bachelor,level1,6.0,cauc,36.0,71.0
0.0,cauc,1980.25,regular,445.0,478.0,0.0,rural,bachelor,apprentice,1.0,cauc,40.0,76.0
1.0,afam,1979.75,,,,,,,,,,,
1.0,afam,1980.0,,,,,,,,,,,
0.0,cauc,1980.0,,,,,,,,,,,
0.0,afam,1980.5,regular+aide,,,0.0,suburban,bachelor,level1,5.0,afam,11.0,21.0
1.0,cauc,1980.5,regular,434.0,459.0,0.0,rural,master,level1,13.0,cauc,23.0,55.0
0.0,cauc,1980.0,regular+aide,460.0,576.0,1.0,rural,master,level1,9.0,cauc,3.0,3.0
0.0,cauc,1980.25,small,440.0,513.0,0.0,rural,specialist,level1,10.0,cauc,3.0,3.0
1.0,asian,1980.25,regular,428.0,459.0,0.0,rural,bachelor,level1,20.0,cauc,31.0,64.0
0.0,cauc,1980.5,regular,427.0,444.0,1.0,rural,bachelor,level1,11.0,cauc,31.0,64.0
1.0,cauc,1980.0,regular+aide,386.0,434.0,0.0,rural,bachelor,level1,7.0,cauc,24.0,56.0
0.0,afam,1980.0,small,428.0,520.0,1.0,suburban,bachelor,level2,13.0,cauc,11.0,24.0
1.0,afam,1980.5,,,,,,,,,,,
0.0,cauc,1979.75,,,,,,,,,,,
0.0,afam,1980.25,,,,,,,,,,,
1.0,afam,1980.5,regular+aide,414.0,468.0,1.0,suburban,bachelor,,0.0,cauc,18.0,44.0
1.0,cauc,1980.25,,,,,,,,,,,
1.0,cauc,1980.25,regular,400.0,429.0,1.0,urban,master+,level1,13.0,cauc,27.0,60.0
0.0,afam,1980.5,small,440.0,459.0,1.0,inner-city,bachelor,apprentice,1.0,cauc,11.0,33.0
0.0,cauc,1980.5,small,456.0,468.0,0.0,urban,bachelor,level1,11.0,cauc,26.0,59.0
1.0,cauc,1978.75,,,,,,,,,,,
1.0,afam,1978.75,,,,,,,,,,,
0.0,cauc,1979.25,,,,,,,,,,,
1.0,cauc,1980.0,regular,485.0,536.0,0.0,rural,bachelor,level1,10.0,cauc,30.0,63.0
0.0,afam,1980.5,regular,410.0,449.0,0.0,rural,bachelor,level1,13.0,,23.0,55.0
1.0,afam,1979.5,,,,,,,,,,,
1.0,afam,1979.75,regular+aide,442.0,444.0,1.0,inner-city,master,level1,17.0,cauc,11.0,29.0
1.0,afam,1979.25,,,,,,,,,,,
1.0,afam,1980.75,,,,,,,,,,,
0.0,cauc,1980.5,regular+aide,470.0,463.0,0.0,urban,bachelor,level1,11.0,cauc,6.0,9.0
0.0,afam,1980.5,regular,388.0,412.0,1.0,rural,master,level1,13.0,cauc,24.0,56.0
1.0,afam,1979.75,,,,,,,,,,,
0.0,afam,1980.0,small,518.0,576.0,1.0,suburban,bachelor,,3.0,cauc,18.0,44.0
0.0,,1980.75,,,,,,,,,,,
1.0,afam,1979.75,regular+aide,407.0,449.0,1.0,inner-city,bachelor,level1,7.0,cauc,11.0,22.0
0.0,cauc,1980.0,,,,,,,,,,,
0.0,cauc,1979.75,regular+aide,408.0,494.0,1.0,rural,bachelor,level1,14.0,cauc,35.0,70.0
1.0,cauc,1980.25,regular,433.0,484.0,0.0,rural,bachelor,apprentice,1.0,cauc,40.0,76.0
1.0,afam,1979.75,,,,,,,,,,,
0.0,cauc,1980.5,,,,,,,,,,,
0.0,afam,1979.75,regular+aide,393.0,468.0,1.0,rural,bachelor,level1,12.0,cauc,12.0,35.0
0.0,cauc,1980.0,,,,,,,,,,,
0.0,afam,1980.0,,,,,,,,,,,
0.0,afam,1980.0,,,,,,,,,,,
1.0,cauc,1979.5,,,,,,,,,,,
1.0,afam,1980.5,,,,,,,,,,,
0.0,afam,1979.0,,,,,,,,,,,
1.0,cauc,1979.75,small,465.0,547.0,0.0,rural,bachelor,level1,15.0,cauc,32.0,66.0
1.0,cauc,1980.0,regular+aide,403.0,489.0,1.0,rural,master,level1,3.0,cauc,41.0,78.0
0.0,afam,1980.0,regular+aide,422.0,463.0,1.0,rural,bachelor,level1,14.0,cauc,37.0,73.0
1.0,afam,1979.0,regular+aide,411.0,405.0,0.0,inner-city,bachelor,level1,11.0,cauc,18.0,45.0
1.0,cauc,1979.5,,,,,,,,,,,
1.0,cauc,1980.0,small,445.0,468.0,0.0,rural,bachelor,level1,9.0,cauc,3.0,3.0
0.0,afam,1979.75,,,,,,,,,,,
1.0,afam,1978.75,,,,,,,,,,,
0.0,afam,1980.0,,,,,,,,,,,
1.0,cauc,1979.25,,,,,,,,,,,
1.0,cauc,1980.0,regular,414.0,473.0,0.0,rural,bachelor,level1,8.0,cauc,3.0,3.0
0.0,afam,1980.5,regular+aide,414.0,444.0,1.0,inner-city,bachelor,level1,6.0,cauc,11.0,16.0
0.0,afam,1980.5,,,,,,,,,,,
0.0,afam,1980.75,small,,,1.0,inner-city,bachelor,level1,11.0,cauc,11.0,27.0
1.0,cauc,1979.75,small,447.0,489.0,0.0,rural,bachelor,level1,16.0,cauc,36.0,72.0
0.0,afam,1980.0,small,450.0,576.0,0.0,suburban,bachelor,level1,11.0,afam,11.0,23.0
0.0,cauc,1980.25,small,461.0,528.0,0.0,suburban,master,level1,15.0,cauc,22.0,51.0
0.0,cauc,1980.5,regular+aide,450.0,528.0,0.0,rural,bachelor,level2,27.0,cauc,35.0,70.0
0.0,cauc,1980.0,small,,,0.0,rural,bachelor,level1,5.0,cauc,33.0,67.0
0.0,cauc,1980.0,regular+aide,403.0,454.0,0.0,rural,bachelor,level1,3.0,cauc,32.0,66.0
0.0,cauc,1979.75,regular,422.0,459.0,1.0,rural,bachelor,apprentice,1.0,cauc,4.0,6.0
0.0,afam,1980.25,,,,,,,,,,,
0.0,cauc,1980.5,regular+aide,425.0,439.0,1.0,rural,bachelor,level1,14.0,cauc,37.0,73.0
1.0,amindian,1979.25,,,,,,,,,,,
0.0,cauc,1979.75,small,450.0,520.0,0.0,rural,bachelor,level1,2.0,cauc,15.0,39.0
1.0,afam,1979.75,regular,461.0,478.0,1.0,inner-city,bachelor,probation,0.0,afam,11.0,27.0
0.0,cauc,1980.5,small,465.0,528.0,0.0,rural,bachelor,level1,7.0,cauc,30.0,63.0
1.0,cauc,1980.0,regular,408.0,444.0,1.0,inner-city,master,probation,3.0,afam,22.0,53.0
0.0,cauc,1980.5,regular+aide,455.0,489.0,0.0,urban,master,level1,8.0,cauc,26.0,59.0
1.0,cauc,1979.75,regular+aide,413.0,468.0,0.0,urban,bachelor,apprentice,5.0,cauc,27.0,60.0
0.0,afam,1979.75,,,,,,,,,,,
0.0,cauc,1980.0,regular+aide,442.0,449.0,0.0,urban,,,,,20.0,48.0
0.0,afam,1980.5,small,447.0,473.0,1.0,suburban,bachelor,level1,12.0,afam,11.0,25.0
0.0,cauc,1980.25,regular,497.0,576.0,1.0,rural,master,level1,13.0,cauc,14.0,38.0
1.0,afam,1978.25,,,,,,,,,,,
1.0,cauc,1980.0,regular,424.0,494.0,1.0,rural,bachelor,level1,6.0,cauc,36.0,71.0
0.0,cauc,1980.25,regular,465.0,576.0,0.0,rural,master,level1,12.0,cauc,36.0,72.0
1.0,cauc,1980.0,regular,434.0,459.0,0.0,rural,master,level1,13.0,cauc,24.0,56.0
1.0,cauc,1979.75,small,460.0,536.0,1.0,urban,master,level1,14.0,cauc,26.0,59.0
1.0,afam,1980.25,regular,,429.0,1.0,inner-city,bachelor,probation,0.0,afam,11.0,27.0
0.0,afam,1980.5,regular+aide,405.0,439.0,1.0,rural,bachelor,level1,10.0,cauc,34.0,68.0
0.0,cauc,1980.5,regular+aide,440.0,528.0,1.0,rural,bachelor,level1,12.0,cauc,9.0,12.0
1.0,cauc,1980.0,regular+aide,455.0,559.0,0.0,rural,bachelor,level1,6.0,cauc,10.0,13.0
1.0,cauc,1980.0,regular,428.0,463.0,0.0,suburban,bachelor,level1,15.0,cauc,12.0,36.0
1.0,cauc,1979.0,,,,,,,,,,,
1.0,afam,1979.75,,,,,,,,,,,
0.0,cauc,1979.75,regular,422.0,468.0,0.0,rural,bachelor,level1,2.0,cauc,40.0,76.0
1.0,,1980.5,,,,,,,,,,,
0.0,cauc,1980.25,small,451.0,473.0,0.0,rural,bachelor,apprentice,2.0,cauc,12.0,34.0
1.0,cauc,1979.75,regular+aide,428.0,463.0,0.0,urban,,,,,20.0,48.0
0.0,amindian,1978.0,,,,,,,,,,,
1.0,afam,1980.25,,,,,,,,,,,
1.0,,,,,,,,,,,,,
1.0,cauc,1980.25,regular,434.0,506.0,1.0,rural,bachelor,level1,4.0,cauc,15.0,39.0
0.0,afam,1980.5,regular,448.0,489.0,0.0,suburban,bachelor,apprentice,1.0,afam,11.0,21.0
0.0,afam,1980.0,regular+aide,430.0,473.0,1.0,inner-city,bachelor,level1,10.0,afam,11.0,27.0
1.0,cauc,1979.25,,,,,,,,,,,
0.0,cauc,1980.25,small,453.0,484.0,0.0,rural,bachelor,level1,7.0,cauc,30.0,63.0
1.0,cauc,1980.0,small,447.0,547.0,1.0,rural,bachelor,level1,8.0,cauc,35.0,70.0
0.0,cauc,1980.0,small,437.0,494.0,1.0,rural,bachelor,level1,20.0,cauc,36.0,71.0
1.0,cauc,1980.5,small,,,0.0,suburban,master,level1,7.0,cauc,12.0,36.0
0.0,cauc,1979.75,,,,,,,,,,,
0.0,cauc,1980.75,regular+aide,,,1.0,inner-city,bachelor,level1,9.0,cauc,22.0,53.0
0.0,cauc,1980.25,regular+aide,461.0,484.0,0.0,urban,master,level1,8.0,cauc,26.0,59.0
1.0,cauc,1979.75,regular+aide,,,0.0,suburban,bachelor,probation,0.0,cauc,18.0,46.0
1.0,cauc,1979.75,small,402.0,449.0,0.0,rural,bachelor,level1,12.0,cauc,38.0,74.0
0.0,afam,1979.75,,,,,,,,,,,
0.0,afam,1980.5,,,,,,,,,,,
0.0,cauc,1979.5,regular,,,1.0,urban,master,level1,4.0,cauc,20.0,48.0
1.0,cauc,1980.25,regular,468.0,536.0,0.0,suburban,bachelor,,3.0,cauc,18.0,43.0
0.0,afam,1980.5,regular+aide,413.0,454.0,1.0,inner-city,bachelor,,2.0,cauc,11.0,32.0
1.0,afam,1979.5,,,,,,,,,,,
0.0,cauc,1980.25,small,428.0,489.0,1.0,rural,bachelor,level1,21.0,cauc,24.0,56.0
0.0,cauc,1980.5,small,,,0.0,suburban,bachelor,probation,0.0,cauc,11.0,23.0
0.0,cauc,1979.75,regular+aide,427.0,489.0,1.0,rural,master,level1,10.0,cauc,36.0,72.0
1.0,cauc,1979.75,,,,,,,,,,,
0.0,cauc,1980.5,regular+aide,497.0,576.0,0.0,rural,master,level1,13.0,cauc,40.0,76.0
0.0,afam,1979.75,regular,434.0,494.0,0.0,suburban,bachelor,apprentice,1.0,cauc,11.0,23.0
1.0,afam,1980.5,regular+aide,439.0,473.0,1.0,suburban,bachelor,,0.0,cauc,18.0,44.0
1.0,cauc,1979.25,,,,,,,,,,,
0.0,cauc,1980.25,,,,,,,,,,,
0.0,afam,1980.75,small,437.0,478.0,0.0,suburban,bachelor,level2,13.0,cauc,11.0,24.0
1.0,cauc,1979.25,,,,,,,,,,,
0.0,cauc,1980.25,regular,431.0,473.0,0.0,rural,master,level1,12.0,cauc,31.0,65.0
0.0,cauc,1980.0,regular,407.0,494.0,1.0,rural,master,level1,12.0,cauc,36.0,72.0
1.0,cauc,1979.75,regular+aide,456.0,547.0,0.0,rural,master,level1,11.0,cauc,39.0,75.0
1.0,cauc,1980.5,,,,,,,,,,,
1.0,afam,1979.5,,,,,,,,,,,
0.0,afam,1980.5,,,,,,,,,,,
0.0,cauc,1980.5,regular+aide,425.0,520.0,0.0,suburban,master,level1,8.0,cauc,28.0,61.0
0.0,afam,1979.5,,,,,,,,,,,
1.0,afam,1980.5,,,,,,,,,,,
1.0,afam,1980.25,,,,,,,,,,,
1.0,cauc,1979.0,,,,,,,,,,,
1.0,cauc,1980.5,,,,,,,,,,,
0.0,cauc,1980.0,,,,,,,,,,,
1.0,afam,1980.25,,,,,,,,,,,
0.0,cauc,1979.75,small,445.0,500.0,0.0,suburban,bachelor,,5.0,cauc,11.0,17.0
0.0,afam,1980.5,regular+aide,388.0,392.0,1.0,inner-city,master,level1,11.0,cauc,11.0,18.0
0.0,afam,1980.25,regular,425.0,478.0,1.0,inner-city,bachelor,probation,0.0,afam,11.0,27.0
0.0,afam,1980.5,,,,,,,,,,,
1.0,afam,1980.5,small,443.0,506.0,0.0,suburban,bachelor,level1,12.0,afam,11.0,25.0
1.0,amindian,1979.0,,,,,,,,,,,
0.0,cauc,1980.0,regular+aide,419.0,500.0,0.0,suburban,master,level1,8.0,cauc,28.0,61.0
1.0,cauc,1980.5,regular,419.0,459.0,0.0,rural,bachelor,level1,2.0,cauc,40.0,76.0
1.0,afam,1980.0,regular+aide,425.0,473.0,1.0,suburban,master,level1,10.0,cauc,11.0,24.0
1.0,afam,1980.0,,,,,,,,,,,
0.0,afam,1980.0,regular+aide,554.0,547.0,0.0,urban,master,level1,12.0,cauc,7.0,10.0
1.0,cauc,1980.25,,,,,,,,,,,
0.0,cauc,1979.75,,,,,,,,,,,
1.0,cauc,1980.0,small,437.0,500.0,1.0,rural,master,pending,11.0,cauc,19.0,47.0
0.0,afam,1980.25,regular,421.0,468.0,1.0,inner-city,master,level1,7.0,cauc,11.0,28.0
1.0,cauc,1979.0,,,,,,,,,,,
0.0,afam,1980.0,,,,,,,,,,,
1.0,cauc,1979.75,small,437.0,576.0,1.0,suburban,bachelor,,15.0,cauc,18.0,43.0
1.0,afam,1980.25,small,421.0,489.0,0.0,inner-city,master,level1,8.0,cauc,11.0,28.0
0.0,afam,1979.75,regular,456.0,528.0,1.0,inner-city,bachelor,probation,0.0,cauc,11.0,31.0
0.0,cauc,1979.5,regular+aide,443.0,547.0,0.0,urban,master,level1,12.0,cauc,7.0,10.0
1.0,cauc,1980.75,,,,,,,,,,,
1.0,cauc,1980.25,small,437.0,478.0,0.0,urban,bachelor,apprentice,1.0,cauc,27.0,60.0
1.0,cauc,1980.5,regular,395.0,439.0,0.0,rural,master,level1,8.0,afam,32.0,66.0
0.0,cauc,1979.75,regular+aide,421.0,468.0,1.0,inner-city,bachelor,level1,9.0,cauc,22.0,53.0
1.0,afam,1980.5,,,,,,,,,,,
1.0,cauc,1979.75,small,434.0,463.0,0.0,rural,bachelor,level1,2.0,cauc,37.0,73.0
0.0,cauc,1979.0,,,,,,,,,,,
0.0,cauc,1980.25,regular+aide,386.0,375.0,1.0,rural,master,level1,8.0,cauc,24.0,57.0
1.0,cauc,1980.25,small,470.0,536.0,0.0,rural,bachelor,level1,19.0,cauc,31.0,64.0
1.0,cauc,1980.0,regular+aide,,,0.0,suburban,bachelor,level1,18.0,cauc,22.0,52.0
0.0,afam,1979.75,regular+aide,503.0,576.0,1.0,inner-city,master,apprentice,24.0,cauc,11.0,30.0
1.0,afam,1980.5,small,,,1.0,inner-city,bachelor,apprentice,2.0,cauc,11.0,30.0
1.0,afam,1980.5,,,,,,,,,,,
0.0,cauc,,,,,,,,,,,,
1.0,afam,1980.25,regular+aide,410.0,454.0,1.0,inner-city,bachelor,apprentice,0.0,cauc,11.0,32.0
1.0,cauc,1980.25,regular+aide,414.0,520.0,1.0,rural,bachelor,level1,3.0,cauc,5.0,7.0
0.0,cauc,1979.75,,,,,,,,,,,
0.0,afam,1979.75,,,,,,,,,,,
1.0,afam,1980.5,regular,421.0,468.0,1.0,inner-city,bachelor,,9.0,afam,11.0,28.0
0.0,cauc,1979.75,small,470.0,506.0,0.0,suburban,master,level1,4.0,cauc,18.0,46.0
0.0,afam,1979.25,,,,,,,,,,,
1.0,afam,1978.25,,,,,,,,,,,
0.0,cauc,1979.75,,,,,,,,,,,
1.0,cauc,1979.5,,,,,,,,,,,
1.0,cauc,1979.75,small,425.0,513.0,0.0,rural,bachelor,level1,22.0,cauc,40.0,76.0
1.0,cauc,1980.25,regular,400.0,392.0,1.0,urban,master,level1,6.0,cauc,2.0,2.0
1.0,afam,1980.5,,,,,,,,,,,
0.0,afam,1980.5,,,,,,,,,,,
1.0,cauc,1980.0,regular,413.0,489.0,0.0,rural,master,level1,11.0,cauc,39.0,75.0
0.0,afam,1980.0,,,,,,,,,,,
1.0,cauc,1980.25,regular,,,0.0,rural,bachelor,level1,8.0,cauc,36.0,72.0
1.0,cauc,1980.25,,,,,,,,,,,
1.0,cauc,1979.75,regular+aide,453.0,536.0,0.0,rural,master,level1,12.0,cauc,21.0,50.0
0.0,cauc,1979.25,,,,,,,,,,,
1.0,cauc,1980.5,regular+aide,402.0,473.0,1.0,rural,bachelor,,2.0,cauc,36.0,71.0
